,Date,Actual Open,Fractional Change Prediction,Predictions,Actual Close
0,2021-01-04,375.30999755859375,1,750.6199951171875,368.7900085449219
1,2021-01-05,368.1000061035156,1,736.2000122070312,371.3299865722656
2,2021-01-06,369.7099914550781,1,739.4199829101562,373.54998779296875
3,2021-01-07,376.1000061035156,1,752.2000122070312,379.1000061035156
4,2021-01-08,380.5899963378906,1,761.1799926757812,381.260009765625
5,2021-01-11,377.8500061035156,1,755.7000122070312,378.69000244140625
6,2021-01-12,378.8900146484375,1,757.780029296875,378.7699890136719
7,2021-01-13,378.69000244140625,1,757.3800048828125,379.7900085449219
8,2021-01-14,380.5899963378906,1,761.1799926757812,378.4599914550781
9,2021-01-15,376.7200012207031,1,753.4400024414062,375.70001220703125
10,2021-01-19,378.3399963378906,1,756.6799926757812,378.6499938964844
11,2021-01-20,381.1099853515625,1,762.219970703125,383.8900146484375
12,2021-01-21,384.489990234375,1,768.97998046875,384.239990234375
13,2021-01-22,382.25,1,764.5,382.8800048828125
14,2021-01-25,383.6700134277344,1,767.3400268554688,384.3900146484375
15,2021-01-26,385.4100036621094,1,770.8200073242188,383.7900085449219
16,2021-01-27,380.2200012207031,1,760.4400024414062,374.4100036621094
17,2021-01-28,376.3599853515625,1,752.719970703125,377.6300048828125
18,2021-01-29,375.6300048828125,1,751.260009765625,370.07000732421875
19,2021-02-01,373.7200012207031,1,747.4400024414062,376.2300109863281
20,2021-02-02,379.6499938964844,1,759.2999877929688,381.54998779296875
21,2021-02-03,382.44000244140625,1,764.8800048828125,381.8500061035156
22,2021-02-04,382.9599914550781,1,765.9199829101562,386.19000244140625
23,2021-02-05,388.20001220703125,1,776.4000244140625,387.7099914550781
24,2021-02-08,389.2699890136719,1,778.5399780273438,390.510009765625
25,2021-02-09,389.6099853515625,1,779.219970703125,390.25
26,2021-02-10,392.1199951171875,1,784.239990234375,390.0799865722656
27,2021-02-11,391.239990234375,1,782.47998046875,390.7099914550781
28,2021-02-12,389.8500061035156,1,779.7000122070312,392.6400146484375
29,2021-02-16,393.9599914550781,1,787.9199829101562,392.29998779296875
30,2021-02-17,390.4200134277344,1,780.8400268554688,392.3900146484375
31,2021-02-18,389.5899963378906,1,779.1799926757812,390.7200012207031
32,2021-02-19,392.07000732421875,1,784.1400146484375,390.0299987792969
33,2021-02-22,387.05999755859375,1,774.1199951171875,387.0299987792969
34,2021-02-23,384.6600036621094,1,769.3200073242188,387.5
35,2021-02-24,386.3299865722656,1,772.6599731445312,391.7699890136719
36,2021-02-25,390.4100036621094,1,780.8200073242188,382.3299865722656
37,2021-02-26,384.3500061035156,1,768.7000122070312,380.3599853515625
38,2021-03-01,385.5899963378906,1,771.1799926757812,389.5799865722656
39,2021-03-02,389.82000732421875,1,779.6400146484375,386.5400085449219
40,2021-03-03,385.7900085449219,1,771.5800170898438,381.4200134277344
41,2021-03-04,381.2200012207031,1,762.4400024414062,376.70001220703125
42,2021-03-05,380.4599914550781,1,760.9199829101562,383.6300048828125
43,2021-03-08,384.6600036621094,1,769.3200073242188,381.7200012207031
44,2021-03-09,385.8500061035156,1,771.7000122070312,387.1700134277344
45,2021-03-10,389.69000244140625,1,779.3800048828125,389.5799865722656
46,2021-03-11,392.2300109863281,1,784.4600219726562,393.5299987792969
47,2021-03-12,392.07000732421875,1,784.1400146484375,394.05999755859375
48,2021-03-15,394.3299865722656,1,788.6599731445312,396.4100036621094
49,2021-03-16,397.07000732421875,1,794.1400146484375,395.9100036621094
50,2021-03-17,394.5299987792969,1,789.0599975585938,397.260009765625
51,2021-03-18,394.4800109863281,1,788.9600219726562,391.4800109863281
52,2021-03-19,389.8800048828125,1,779.760009765625,389.4800109863281
53,2021-03-22,390.0299987792969,1,780.0599975585938,392.5899963378906
54,2021-03-23,391.9100036621094,1,783.8200073242188,389.5
55,2021-03-24,391.0,1,782.0,387.5199890136719
56,2021-03-25,385.9800109863281,1,771.9600219726562,389.70001220703125
57,2021-03-26,390.92999267578125,1,781.8599853515625,395.9800109863281
58,2021-03-29,394.3999938964844,1,788.7999877929688,395.7799987792969
59,2021-03-30,394.4200134277344,1,788.8400268554688,394.7300109863281
60,2021-03-31,395.3399963378906,1,790.6799926757812,396.3299865722656
61,2021-04-01,398.3999938964844,1,796.7999877929688,400.6099853515625
62,2021-04-05,403.4599914550781,1,806.9199829101562,406.3599853515625
63,2021-04-06,405.760009765625,1,811.52001953125,406.1199951171875
64,2021-04-07,405.94000244140625,1,811.8800048828125,406.5899963378906
65,2021-04-08,407.92999267578125,1,815.8599853515625,408.5199890136719
66,2021-04-09,408.3900146484375,1,816.780029296875,411.489990234375
67,2021-04-12,410.8500061035156,1,821.7000122070312,411.6400146484375
68,2021-04-13,411.5299987792969,1,823.0599975585938,412.8599853515625
69,2021-04-14,412.8299865722656,1,825.6599731445312,411.45001220703125
