,Date,Actual Open,Fractional Change Prediction,Predictions,Actual Close
0,2021-01-04,182.25999450683594,0.002040816326530609,182.63195367929887,177.67999267578125
1,2021-01-05,176.1999969482422,0.002040816326530609,176.5595887787488,178.44000244140625
2,2021-01-06,178.32000732421875,0.002040816326530609,178.68392570651307,179.1199951171875
3,2021-01-07,179.5,0.002040816326530609,179.86632653061224,178.5800018310547
4,2021-01-08,178.80999755859375,0.002040816326530609,179.17491592095823,178.69000244140625
5,2021-01-11,177.75,0.002040816326530609,178.1127551020408,179.08999633789062
6,2021-01-12,177.3000030517578,0.002040816326530609,177.66183979267979,175.99000549316406
7,2021-01-13,174.39999389648438,0.002040816326530609,174.75591225137515,176.1199951171875
8,2021-01-14,177.00999450683594,0.002040816326530609,177.37123939358457,173.42999267578125
9,2021-01-15,172.9499969482422,0.002040816326530609,173.3029561256876,171.44000244140625
10,2021-01-19,172.10000610351562,0.002040816326530609,172.4512306057677,172.25999450683594
11,2021-01-20,175.22000122070312,0.002040816326530609,175.57759305992906,173.63999938964844
12,2021-01-21,173.24000549316406,0.002040816326530609,173.59355652478277,171.27999877929688
13,2021-01-22,174.0,0.002040816326530609,174.35510204081632,172.77999877929688
14,2021-01-25,171.88999938964844,0.002040816326530609,172.24079530677017,171.88999938964844
15,2021-01-26,173.0,0.002040816326530609,173.3530612244898,169.55999755859375
16,2021-01-27,165.00999450683594,0.002040816326530609,165.34674959766622,163.02999877929688
17,2021-01-28,166.1699981689453,0.002040816326530609,166.50912061418805,171.8800048828125
18,2021-01-29,168.8000030517578,0.002040816326530609,169.14449285390427,168.1699981689453
19,2021-02-01,170.83999633789062,0.002040816326530609,171.18864939164143,170.97000122070312
20,2021-02-02,173.77000427246094,0.002040816326530609,174.12463693424147,176.9600067138672
21,2021-02-03,177.0,0.002040816326530609,177.36122448979592,176.42999267578125
22,2021-02-04,177.58999633789062,0.002040816326530609,177.95242490184552,180.22999572753906
23,2021-02-05,181.7100067138672,0.002040816326530609,182.08084346226283,181.16000366210938
24,2021-02-08,183.85000610351562,0.002040816326530609,184.22521019760444,190.0
25,2021-02-09,188.1699981689453,0.002040816326530609,188.55401857337174,188.2100067138672
26,2021-02-10,189.97999572753906,0.002040816326530609,190.36771000453405,189.6300048828125
27,2021-02-11,189.17999267578125,0.002040816326530609,189.56607429348693,190.91000366210938
28,2021-02-12,193.0,0.002040816326530609,193.3938775510204,187.6699981689453
29,2021-02-16,187.3000030517578,0.002040816326530609,187.6822479559451,186.35000610351562
30,2021-02-17,185.36000061035156,0.002040816326530609,185.7382863258829,186.44000244140625
31,2021-02-18,184.7899932861328,0.002040816326530609,185.16711572141065,183.0
32,2021-02-19,184.27000427246094,0.002040816326530609,184.64606550567004,183.64999389648438
33,2021-02-22,181.74000549316406,0.002040816326530609,182.1109034635583,191.75999450683594
34,2021-02-23,193.58999633789062,0.002040816326530609,193.98507796307,197.08999633789062
35,2021-02-24,197.5800018310547,0.002040816326530609,197.98322632458746,197.50999450683594
36,2021-02-25,197.72999572753906,0.002040816326530609,198.13352633106464,190.97999572753906
37,2021-02-26,190.07000732421875,0.002040816326530609,190.4579052983498,189.0399932861328
38,2021-03-01,193.22999572753906,0.002040816326530609,193.62434265759526,194.97999572753906
39,2021-03-02,196.10000610351562,0.002040816326530609,196.50021019760445,193.94000244140625
40,2021-03-03,194.6300048828125,0.002040816326530609,195.0272089744101,192.25999450683594
41,2021-03-04,189.89999389648438,0.002040816326530609,190.2875449044364,188.02999877929688
42,2021-03-05,189.14999389648438,0.002040816326530609,189.53601429219148,189.99000549316406
43,2021-03-08,197.30999755859375,0.002040816326530609,197.71267102299905,201.91000366210938
44,2021-03-09,200.19000244140625,0.002040816326530609,200.5985534667969,194.50999450683594
45,2021-03-10,197.30999755859375,0.002040816326530609,197.71267102299905,195.05999755859375
46,2021-03-11,197.3800048828125,0.002040816326530609,197.78282121930803,196.75
47,2021-03-12,196.52999877929688,0.002040816326530609,196.9310804094587,197.16000366210938
48,2021-03-15,198.5399932861328,0.002040816326530609,198.94517694590044,196.75999450683594
49,2021-03-16,196.10000610351562,0.002040816326530609,196.50021019760445,194.24000549316406
50,2021-03-17,193.44000244140625,0.002040816326530609,193.8347779565928,195.24000549316406
51,2021-03-18,194.9499969482422,0.002040816326530609,195.34785408487124,192.27999877929688
52,2021-03-19,190.9199981689453,0.002040816326530609,191.30963081826968,191.13999938964844
53,2021-03-22,193.25999450683594,0.002040816326530609,193.65440265889072,192.86000061035156
54,2021-03-23,191.58999633789062,0.002040816326530609,191.98099633041693,188.72999572753906
55,2021-03-24,190.05999755859375,0.002040816326530609,190.4478751046317,184.72000122070312
56,2021-03-25,181.85000610351562,0.002040816326530609,182.22112856495139,186.91000366210938
57,2021-03-26,188.8300018310547,0.002040816326530609,189.21536918173032,185.9199981689453
58,2021-03-29,185.24000549316406,0.002040816326530609,185.61804632070113,184.85000610351562
59,2021-03-30,183.8300018310547,0.002040816326530609,184.20516510009767,185.52999877929688
60,2021-03-31,185.8300018310547,0.002040816326530609,186.20924673275073,184.52000427246094
61,2021-04-01,186.42999267578125,0.002040816326530609,186.81046204858896,188.97000122070312
62,2021-04-05,191.47000122070312,0.002040816326530609,191.86075632523517,188.5
63,2021-04-06,188.5,0.002040816326530609,188.88469387755103,189.72999572753906
64,2021-04-07,189.8000030517578,0.002040816326530609,190.1873499967614,187.55999755859375
65,2021-04-08,187.1999969482422,0.002040816326530609,187.58203775834065,187.32000732421875
66,2021-04-09,188.1699981689453,0.002040816326530609,188.55401857337174,187.88999938964844
67,2021-04-12,187.75,0.002040816326530609,188.13316326530614,186.49000549316406
68,2021-04-13,185.58999633789062,0.002040816326530609,185.96875143245776,185.49000549316406
69,2021-04-14,185.97000122070312,0.002040816326530609,186.34953183543925,187.4600067138672
