,Date,Actual Open,Fractional Change Prediction,Predictions,Actual Close
0,2021-01-04,719.4600219726562,0.002040816326530609,720.9283077317841,729.77001953125
1,2021-01-05,723.6599731445312,0.002040816326530609,725.1368302325814,735.1099853515625
2,2021-01-06,758.489990234375,0.002040816326530609,760.0379289899554,755.97998046875
3,2021-01-07,777.6300048828125,0.002040816326530609,779.2170048927775,816.0399780273438
4,2021-01-08,856.0,0.002040816326530609,857.7469387755102,880.02001953125
5,2021-01-11,849.4000244140625,0.002040816326530609,851.1334938516422,811.1900024414062
6,2021-01-12,831.0,0.002040816326530609,832.695918367347,849.4400024414062
7,2021-01-13,852.760009765625,0.002040816326530609,854.5003363161671,854.4099731445312
8,2021-01-14,843.3900146484375,0.002040816326530609,845.1112187599649,845.0
9,2021-01-15,852.0,0.002040816326530609,853.738775510204,826.1599731445312
10,2021-01-19,837.7999877929688,0.002040816326530609,839.5097836864238,844.5499877929688
11,2021-01-20,858.739990234375,0.002040816326530609,860.4925208266901,850.4500122070312
12,2021-01-21,855.0,0.002040816326530609,856.7448979591837,844.989990234375
13,2021-01-22,834.3099975585938,0.002040816326530609,836.012671022999,846.6400146484375
14,2021-01-25,855.0,0.002040816326530609,856.7448979591837,880.7999877929688
15,2021-01-26,891.3800048828125,0.002040816326530609,893.1991477499203,883.0900268554688
16,2021-01-27,870.3499755859375,0.002040816326530609,872.1262000259088,864.1599731445312
17,2021-01-28,820.0,0.002040816326530609,821.6734693877552,835.4299926757812
18,2021-01-29,830.0,0.002040816326530609,831.6938775510205,793.530029296875
19,2021-02-01,814.2899780273438,0.002040816326530609,815.9517943090323,839.8099975585938
20,2021-02-02,844.6799926757812,0.002040816326530609,846.4038293955277,872.7899780273438
21,2021-02-03,877.02001953125,0.002040816326530609,878.8098563058036,854.6900024414062
22,2021-02-04,855.0,0.002040816326530609,856.7448979591837,849.989990234375
23,2021-02-05,845.0,0.002040816326530609,846.7244897959184,852.22998046875
24,2021-02-08,869.6699829101562,0.002040816326530609,871.4448196099729,863.4199829101562
25,2021-02-09,855.1199951171875,0.002040816326530609,856.8651379643654,849.4600219726562
26,2021-02-10,843.6400146484375,0.002040816326530609,845.3617289640466,804.8200073242188
27,2021-02-11,812.4400024414062,0.002040816326530609,814.0980432627152,811.6599731445312
28,2021-02-12,801.260009765625,0.002040816326530609,802.8952342753507,816.1199951171875
29,2021-02-16,818.0,0.002040816326530609,819.6693877551021,796.219970703125
30,2021-02-17,779.0900268554688,0.002040816326530609,780.6800065021126,798.1500244140625
31,2021-02-18,780.9000244140625,0.002040816326530609,782.4936979332749,787.3800048828125
32,2021-02-19,795.0,0.002040816326530609,796.6224489795918,781.2999877929688
33,2021-02-22,762.6400146484375,0.002040816326530609,764.1964228415976,714.5
34,2021-02-23,662.1300048828125,0.002040816326530609,663.4812906070631,698.8400268554688
35,2021-02-24,711.8499755859375,-0.002040816326530609,710.3972205337213,742.02001953125
36,2021-02-25,726.1500244140625,-0.002040816326530609,724.6680855887276,682.219970703125
37,2021-02-26,700.0,-0.002040816326530609,698.5714285714286,675.5
